"pageId","box","type","attributes"
"17","[264,1323,348,403]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,1276,1331]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1322,412,467]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1322,700,755]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1322,988,1043]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1322,1116,1171]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1322,1500,1555]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1322,1962,1986]","region",""
"17","[264,1322,1962,1986]","block","lineHeight<24>"
"17","[264,1322,1962,1986]","line","fontSize<9>"
"17","[264,1322,1962,1986]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<exdent>lineHeight<24>textOrientation<justified>"
"17","[264,1323,348,371]","line","fontSize<10>"
"17","[264,1323,764,787]","line","fontSize<10>"
"17","[264,1323,828,851]","line","fontSize<10>"
"17","[264,1323,892,915]","line","fontSize<10>"
"17","[264,1323,1052,1075]","line","fontSize<10>"
"17","[264,1323,1180,1203]","line","fontSize<10>"
"17","[264,1323,1276,1299]","line","fontSize<10>"
"17","[264,1323,1340,1363]","line","fontSize<10>"
"17","[264,1323,1404,1427]","line","fontSize<10>"
"17","[264,1323,1564,1587]","line","fontSize<10>"
"17","[264,1323,1628,1651]","line","fontSize<10>"
"17","[264,1322,412,435]","line","fontSize<10>"
"17","[264,1322,476,499]","line","fontSize<10>"
"17","[264,1322,572,595]","line","fontSize<10>"
"17","[264,1322,700,723]","line","fontSize<10>"
"17","[264,1322,988,1011]","line","fontSize<10>"
"17","[264,1322,1116,1139]","line","fontSize<10>"
"17","[264,1322,1500,1523]","line","fontSize<10>"
"17","[264,1322,1692,1715]","line","fontSize<10>"
"17","[264,1322,1852,1875]","line","fontSize<10>"
"17","[264,1322,1852,1875]","paragraph","_layoutExtrapolated<true>fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[312,1324,1724,1747]","line","fontSize<10>"
"17","[312,1323,604,627]","line","fontSize<10>"
"17","[312,1323,636,659]","line","fontSize<10>"
"17","[312,1323,1788,1811]","line","fontSize<10>"
"17","[312,1322,508,531]","line","fontSize<10>"
"17","[312,1322,924,947]","line","fontSize<10>"
"17","[312,1322,1436,1459]","line","fontSize<10>"
"17","[312,1322,1756,1779]","line","fontSize<10>"
"17","[264,1219,1244,1267]","line","fontSize<10>"
"17","[264,1219,1244,1267]","paragraph","_layoutExtrapolated<true>fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[312,1249,1372,1395]","line","fontSize<10>"
"17","[264,1189,316,339]","line","fontSize<10>"
"17","[264,1189,316,339]","paragraph","_layoutExtrapolated<true>fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1168,284,307]","line","fontSize<10>"
"17","[264,1168,284,307]","paragraph","_layoutExtrapolated<true>fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[312,1094,1468,1491]","line","fontSize<10>"
"17","[312,1008,1212,1235]","line","fontSize<10>"
"17","[312,999,1660,1683]","line","fontSize<10>"
"17","[312,987,444,467]","line","fontSize<10>"
"17","[312,974,1596,1619]","line","fontSize<10>"
"17","[312,959,860,883]","line","fontSize<10>"
"17","[312,869,956,979]","line","fontSize<10>"
"17","[312,838,1308,1331]","line","fontSize<10>"
"17","[312,788,1532,1555]","line","fontSize<10>"
"17","[312,731,732,755]","line","fontSize<10>"
"17","[312,728,1084,1107]","line","fontSize<10>"
"17","[312,594,1020,1043]","line","fontSize<10>"
"17","[312,564,796,819]","line","fontSize<10>"
"17","[312,518,668,691]","line","fontSize<10>"
"17","[312,466,540,563]","line","fontSize<10>"
"17","[312,392,380,403]","line","fontSize<10>"
"17","[312,359,1820,1843]","line","fontSize<10>"
"17","[312,345,1148,1171]","line","fontSize<10>"
"18","[260,1327,284,1993]","region",""
"18","[260,1327,284,1993]","column","lineHeight<23>"
"18","[264,1325,284,787]","region",""
"18","[264,1325,284,787]","block","indentation<exdent>lineHeight<23>"
"18","[264,1323,668,755]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"18","[264,1325,604,659]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"18","[264,1323,380,435]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"18","[264,1323,444,499]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"18","[264,1323,540,595]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"18","[264,1322,316,371]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"18","[260,1327,1969,1993]","region",""
"18","[260,1327,1969,1993]","block","lineHeight<24>"
"18","[260,1327,1969,1993]","line","fontSize<9>"
"18","[260,1327,1969,1993]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<exdent>lineHeight<24>textOrientation<justified>"
"18","[264,1325,604,627]","line","fontSize<10>"
"18","[264,1323,380,403]","line","fontSize<10>"
"18","[264,1323,444,467]","line","fontSize<10>"
"18","[264,1323,540,563]","line","fontSize<10>"
"18","[264,1323,668,691]","line","fontSize<10>"
"18","[264,1322,316,339]","line","fontSize<10>"
"18","[312,1323,700,723]","line","fontSize<10>"
"18","[312,1229,636,659]","line","fontSize<10>"
"18","[264,1167,764,787]","line","fontSize<10>"
"18","[264,1167,764,787]","paragraph","_layoutExtrapolated<true>fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"18","[264,1043,508,531]","line","fontSize<10>"
"18","[264,1043,508,531]","paragraph","_layoutExtrapolated<true>fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"18","[312,1057,572,595]","line","fontSize<10>"
"18","[312,1013,284,307]","line","fontSize<10>"
"18","[312,1013,284,307]","paragraph","_layoutExtrapolated<true>fontSize<10>indentation<none>lineHeight<23>textOrientation<centered>"
"18","[312,926,476,499]","line","fontSize<10>"
"18","[312,877,732,755]","line","fontSize<10>"
"18","[312,590,348,371]","line","fontSize<10>"
"18","[312,530,412,435]","line","fontSize<10>"
